,address,Route Name,Route Latitude,Route Longitude,Venue,Venue Summary,Venue Category,Distance,Address,Neighborhood Latitude,Neighborhood Longitude,Route_Name
6238,,,,,McDonald's,This spot is popular,Fast Food Restaurant,815,SL2 2NW Littlebrook Avenue,51.5269565,-0.6439425,Littlebrook Avenue
6239,,,,,Bath Road Shopping Park,This spot is popular,Shopping Plaza,743,SL2 2NW Littlebrook Avenue,51.5269565,-0.6439425,Littlebrook Avenue
6240,,,,,artigiani del Cibo,This spot is popular,Italian Restaurant,836,SL2 2NX Wordsworth Road,51.531737,-0.6468986999999999,Wordsworth Road
6241,,,,,The Old Five Bells,This spot is popular,Pub,886,SL2 2NX Wordsworth Road,51.531737,-0.6468986999999999,Wordsworth Road
6242,,,,,PureGym,This spot is popular,Gym / Fitness Center,930,SL2 2NX Wordsworth Road,51.531737,-0.6468986999999999,Wordsworth Road
6243,,,,,Costa Coffee,This spot is popular,Coffee Shop,910,SL2 2NX Wordsworth Road,51.531737,-0.6468986999999999,Wordsworth Road
6244,,,,,Tesco Express,This spot is popular,Grocery Store,518,SL2 2NX Wordsworth Road,51.531737,-0.6468986999999999,Wordsworth Road
6245,,,,,The Bee,This spot is popular,Bar,936,SL2 2NX Wordsworth Road,51.531737,-0.6468986999999999,Wordsworth Road
6246,,,,,Whole Creations Ltd,This spot is popular,Food & Drink Shop,509,SL2 2NX Wordsworth Road,51.531737,-0.6468986999999999,Wordsworth Road
6247,,,,,Burnham Park,This spot is popular,Park,674,SL2 2NX Wordsworth Road,51.531737,-0.6468986999999999,Wordsworth Road
6248,,,,,Lift & Transport,This spot is popular,Business Service,720,SL2 2NX Wordsworth Road,51.531737,-0.6468986999999999,Wordsworth Road
6249,,,,,The Garibaldi,This spot is popular,Bar,753,SL2 2NX Wordsworth Road,51.531737,-0.6468986999999999,Wordsworth Road
6250,,,,,Kennedy Park,This spot is popular,Park,757,SL2 2NX Wordsworth Road,51.531737,-0.6468986999999999,Wordsworth Road
6251,,,,,Akash Tandoori,This spot is popular,Indian Restaurant,794,SL2 2NX Wordsworth Road,51.531737,-0.6468986999999999,Wordsworth Road
6252,,,,,Ye Olde Swan,This spot is popular,Bar,807,SL2 2NX Wordsworth Road,51.531737,-0.6468986999999999,Wordsworth Road
6253,,,,,Tesco Express,This spot is popular,Grocery Store,849,SL2 2NX Wordsworth Road,51.531737,-0.6468986999999999,Wordsworth Road
6254,,,,,Peppers Indian Restaurant,This spot is popular,Indian Restaurant,855,SL2 2NX Wordsworth Road,51.531737,-0.6468986999999999,Wordsworth Road
6255,,,,,Booker,This spot is popular,Warehouse Store,864,SL2 2NX Wordsworth Road,51.531737,-0.6468986999999999,Wordsworth Road
6256,,,,,Burnham Delight Cafe,This spot is popular,Café,876,SL2 2NX Wordsworth Road,51.531737,-0.6468986999999999,Wordsworth Road
6257,,,,,Platform 2,This spot is popular,Platform,923,SL2 2NX Wordsworth Road,51.531737,-0.6468986999999999,Wordsworth Road
6258,,,,,Burnham Village Store,This spot is popular,Convenience Store,924,SL2 2NX Wordsworth Road,51.531737,-0.6468986999999999,Wordsworth Road
6259,,,,,Roll With It,This spot is popular,Food Truck,927,SL2 2NX Wordsworth Road,51.531737,-0.6468986999999999,Wordsworth Road
6260,,,,,Platform 1,This spot is popular,Platform,942,SL2 2NX Wordsworth Road,51.531737,-0.6468986999999999,Wordsworth Road
6261,,,,,Mark Seymour Photography,This spot is popular,Photography Studio,982,SL2 2NX Wordsworth Road,51.531737,-0.6468986999999999,Wordsworth Road
6262,,,,,Burnham Railway Station (BNM),This spot is popular,Train Station,928,SL2 2NX Wordsworth Road,51.531737,-0.6468986999999999,Wordsworth Road
6263,,,,,artigiani del Cibo,This spot is popular,Italian Restaurant,909,SL2 2NY Wordsworth Road,51.5308611,-0.6462260999999999,Wordsworth Road
6264,,,,,PureGym,This spot is popular,Gym / Fitness Center,822,SL2 2NY Wordsworth Road,51.5308611,-0.6462260999999999,Wordsworth Road
6265,,,,,The Old Five Bells,This spot is popular,Pub,955,SL2 2NY Wordsworth Road,51.5308611,-0.6462260999999999,Wordsworth Road
6266,,,,,Costa Coffee,This spot is popular,Coffee Shop,997,SL2 2NY Wordsworth Road,51.5308611,-0.6462260999999999,Wordsworth Road
6267,,,,,Tesco Express,This spot is popular,Grocery Store,438,SL2 2NY Wordsworth Road,51.5308611,-0.6462260999999999,Wordsworth Road
6268,,,,,Whole Creations Ltd,This spot is popular,Food & Drink Shop,616,SL2 2NY Wordsworth Road,51.5308611,-0.6462260999999999,Wordsworth Road
6269,,,,,Burnham Park,This spot is popular,Park,698,SL2 2NY Wordsworth Road,51.5308611,-0.6462260999999999,Wordsworth Road
6270,,,,,Lift & Transport,This spot is popular,Business Service,731,SL2 2NY Wordsworth Road,51.5308611,-0.6462260999999999,Wordsworth Road
6271,,,,,Kennedy Park,This spot is popular,Park,752,SL2 2NY Wordsworth Road,51.5308611,-0.6462260999999999,Wordsworth Road
6272,,,,,Booker,This spot is popular,Warehouse Store,762,SL2 2NY Wordsworth Road,51.5308611,-0.6462260999999999,Wordsworth Road
6273,,,,,The Garibaldi,This spot is popular,Bar,811,SL2 2NY Wordsworth Road,51.5308611,-0.6462260999999999,Wordsworth Road
6274,,,,,Platform 2,This spot is popular,Platform,825,SL2 2NY Wordsworth Road,51.5308611,-0.6462260999999999,Wordsworth Road
6275,,,,,Roll With It,This spot is popular,Food Truck,830,SL2 2NY Wordsworth Road,51.5308611,-0.6462260999999999,Wordsworth Road
6276,,,,,Platform 1,This spot is popular,Platform,845,SL2 2NY Wordsworth Road,51.5308611,-0.6462260999999999,Wordsworth Road
6277,,,,,Akash Tandoori,This spot is popular,Indian Restaurant,854,SL2 2NY Wordsworth Road,51.5308611,-0.6462260999999999,Wordsworth Road
6278,,,,,Ye Olde Swan,This spot is popular,Bar,882,SL2 2NY Wordsworth Road,51.5308611,-0.6462260999999999,Wordsworth Road
6279,,,,,Tesco Express,This spot is popular,Grocery Store,929,SL2 2NY Wordsworth Road,51.5308611,-0.6462260999999999,Wordsworth Road
6280,,,,,Peppers Indian Restaurant,This spot is popular,Indian Restaurant,932,SL2 2NY Wordsworth Road,51.5308611,-0.6462260999999999,Wordsworth Road
6281,,,,,Burnham Delight Cafe,This spot is popular,Café,957,SL2 2NY Wordsworth Road,51.5308611,-0.6462260999999999,Wordsworth Road
6282,,,,,Burnham Railway Station (BNM),This spot is popular,Train Station,830,SL2 2NY Wordsworth Road,51.5308611,-0.6462260999999999,Wordsworth Road
6283,,,,,artigiani del Cibo,This spot is popular,Italian Restaurant,861,SL2 2NZ Bartelotts Road,51.5314425,-0.646644,Bartelotts Road
6284,,,,,The Old Five Bells,This spot is popular,Pub,910,SL2 2NZ Bartelotts Road,51.5314425,-0.646644,Bartelotts Road
6285,,,,,PureGym,This spot is popular,Gym / Fitness Center,893,SL2 2NZ Bartelotts Road,51.5314425,-0.646644,Bartelotts Road
6286,,,,,Costa Coffee,This spot is popular,Coffee Shop,940,SL2 2NZ Bartelotts Road,51.5314425,-0.646644,Bartelotts Road
6287,,,,,Tesco Express,This spot is popular,Grocery Store,490,SL2 2NZ Bartelotts Road,51.5314425,-0.646644,Bartelotts Road
6288,,,,,The Bee,This spot is popular,Bar,968,SL2 2NZ Bartelotts Road,51.5314425,-0.646644,Bartelotts Road
6289,,,,,Whole Creations Ltd,This spot is popular,Food & Drink Shop,546,SL2 2NZ Bartelotts Road,51.5314425,-0.646644,Bartelotts Road
6290,,,,,Burnham Park,This spot is popular,Park,682,SL2 2NZ Bartelotts Road,51.5314425,-0.646644,Bartelotts Road
6291,,,,,Lift & Transport,This spot is popular,Business Service,720,SL2 2NZ Bartelotts Road,51.5314425,-0.646644,Bartelotts Road
6292,,,,,Kennedy Park,This spot is popular,Park,752,SL2 2NZ Bartelotts Road,51.5314425,-0.646644,Bartelotts Road
6293,,,,,The Garibaldi,This spot is popular,Bar,773,SL2 2NZ Bartelotts Road,51.5314425,-0.646644,Bartelotts Road
6294,,,,,Akash Tandoori,This spot is popular,Indian Restaurant,815,SL2 2NZ Bartelotts Road,51.5314425,-0.646644,Bartelotts Road
6295,,,,,Booker,This spot is popular,Warehouse Store,828,SL2 2NZ Bartelotts Road,51.5314425,-0.646644,Bartelotts Road
6296,,,,,Ye Olde Swan,This spot is popular,Bar,833,SL2 2NZ Bartelotts Road,51.5314425,-0.646644,Bartelotts Road
6297,,,,,Tesco Express,This spot is popular,Grocery Store,877,SL2 2NZ Bartelotts Road,51.5314425,-0.646644,Bartelotts Road
6298,,,,,Peppers Indian Restaurant,This spot is popular,Indian Restaurant,882,SL2 2NZ Bartelotts Road,51.5314425,-0.646644,Bartelotts Road
6299,,,,,Platform 2,This spot is popular,Platform,889,SL2 2NZ Bartelotts Road,51.5314425,-0.646644,Bartelotts Road
6300,,,,,Roll With It,This spot is popular,Food Truck,894,SL2 2NZ Bartelotts Road,51.5314425,-0.646644,Bartelotts Road
6301,,,,,Burnham Delight Cafe,This spot is popular,Café,904,SL2 2NZ Bartelotts Road,51.5314425,-0.646644,Bartelotts Road
6302,,,,,Platform 1,This spot is popular,Platform,909,SL2 2NZ Bartelotts Road,51.5314425,-0.646644,Bartelotts Road
6303,,,,,Burnham Village Store,This spot is popular,Convenience Store,954,SL2 2NZ Bartelotts Road,51.5314425,-0.646644,Bartelotts Road
6304,,,,,Burnham Railway Station (BNM),This spot is popular,Train Station,895,SL2 2NZ Bartelotts Road,51.5314425,-0.646644,Bartelotts Road
6305,,,,,artigiani del Cibo,This spot is popular,Italian Restaurant,984,SL2 2PA Tennyson Way,51.5305326,-0.6452536999999999,Tennyson Way
6306,,,,,PureGym,This spot is popular,Gym / Fitness Center,764,SL2 2PA Tennyson Way,51.5305326,-0.6452536999999999,Tennyson Way
6307,,,,,Co-op Food,This spot is popular,Grocery Store,998,SL2 2PA Tennyson Way,51.5305326,-0.6452536999999999,Tennyson Way
6308,,,,,Tesco Express,This spot is popular,Grocery Store,434,SL2 2PA Tennyson Way,51.5305326,-0.6452536999999999,Tennyson Way
6309,,,,,Whole Creations Ltd,This spot is popular,Food & Drink Shop,684,SL2 2PA Tennyson Way,51.5305326,-0.6452536999999999,Tennyson Way
6310,,,,,Booker,This spot is popular,Warehouse Store,688,SL2 2PA Tennyson Way,51.5305326,-0.6452536999999999,Tennyson Way
6311,,,,,Lift & Transport,This spot is popular,Business Service,701,SL2 2PA Tennyson Way,51.5305326,-0.6452536999999999,Tennyson Way
6312,,,,,Kennedy Park,This spot is popular,Park,712,SL2 2PA Tennyson Way,51.5305326,-0.6452536999999999,Tennyson Way
6313,,,,,Burnham Park,This spot is popular,Park,761,SL2 2PA Tennyson Way,51.5305326,-0.6452536999999999,Tennyson Way
6314,,,,,Platform 2,This spot is popular,Platform,793,SL2 2PA Tennyson Way,51.5305326,-0.6452536999999999,Tennyson Way
6315,,,,,Roll With It,This spot is popular,Food Truck,798,SL2 2PA Tennyson Way,51.5305326,-0.6452536999999999,Tennyson Way
6316,,,,,Platform 1,This spot is popular,Platform,813,SL2 2PA Tennyson Way,51.5305326,-0.6452536999999999,Tennyson Way
6317,,,,,The Garibaldi,This spot is popular,Bar,884,SL2 2PA Tennyson Way,51.5305326,-0.6452536999999999,Tennyson Way
6318,,,,,Akash Tandoori,This spot is popular,Indian Restaurant,928,SL2 2PA Tennyson Way,51.5305326,-0.6452536999999999,Tennyson Way
6319,,,,,Ye Olde Swan,This spot is popular,Bar,958,SL2 2PA Tennyson Way,51.5305326,-0.6452536999999999,Tennyson Way
6320,,,,,Burnham Railway Station (BNM),This spot is popular,Train Station,798,SL2 2PA Tennyson Way,51.5305326,-0.6452536999999999,Tennyson Way
6321,,,,,artigiani del Cibo,This spot is popular,Italian Restaurant,604,SL2 2PB Ramsey Court,51.5303014,-0.651651,Ramsey Court
6322,,,,,The Old Five Bells,This spot is popular,Pub,634,SL2 2PB Ramsey Court,51.5303014,-0.651651,Ramsey Court
6323,,,,,PureGym,This spot is popular,Gym / Fitness Center,983,SL2 2PB Ramsey Court,51.5303014,-0.651651,Ramsey Court
6324,,,,,Costa Coffee,This spot is popular,Coffee Shop,741,SL2 2PB Ramsey Court,51.5303014,-0.651651,Ramsey Court
6325,,,,,Tesco Express,This spot is popular,Grocery Store,412,SL2 2PB Ramsey Court,51.5303014,-0.651651,Ramsey Court
6326,,,,,The Bee,This spot is popular,Bar,784,SL2 2PB Ramsey Court,51.5303014,-0.651651,Ramsey Court
6327,,,,,Burnham Park,This spot is popular,Park,318,SL2 2PB Ramsey Court,51.5303014,-0.651651,Ramsey Court
6328,,,,,The Garibaldi,This spot is popular,Bar,471,SL2 2PB Ramsey Court,51.5303014,-0.651651,Ramsey Court
6329,,,,,Akash Tandoori,This spot is popular,Indian Restaurant,517,SL2 2PB Ramsey Court,51.5303014,-0.651651,Ramsey Court
6330,,,,,Ye Olde Swan,This spot is popular,Bar,583,SL2 2PB Ramsey Court,51.5303014,-0.651651,Ramsey Court
6331,,,,,Whole Creations Ltd,This spot is popular,Food & Drink Shop,587,SL2 2PB Ramsey Court,51.5303014,-0.651651,Ramsey Court
6332,,,,,Peppers Indian Restaurant,This spot is popular,Indian Restaurant,639,SL2 2PB Ramsey Court,51.5303014,-0.651651,Ramsey Court
6333,,,,,Tesco Express,This spot is popular,Grocery Store,650,SL2 2PB Ramsey Court,51.5303014,-0.651651,Ramsey Court
6334,,,,,Burnham Delight Cafe,This spot is popular,Café,677,SL2 2PB Ramsey Court,51.5303014,-0.651651,Ramsey Court
6335,,,,,Burnham Village Store,This spot is popular,Convenience Store,753,SL2 2PB Ramsey Court,51.5303014,-0.651651,Ramsey Court
6336,,,,,Platform 2,This spot is popular,Platform,842,SL2 2PB Ramsey Court,51.5303014,-0.651651,Ramsey Court
6337,,,,,Roll With It,This spot is popular,Food Truck,845,SL2 2PB Ramsey Court,51.5303014,-0.651651,Ramsey Court
6338,,,,,Platform 1,This spot is popular,Platform,859,SL2 2PB Ramsey Court,51.5303014,-0.651651,Ramsey Court
6339,,,,,End Of Night Kebab Van,This spot is popular,Food Truck,994,SL2 2PB Ramsey Court,51.5303014,-0.651651,Ramsey Court
6340,,,,,Mark Seymour Photography,This spot is popular,Photography Studio,994,SL2 2PB Ramsey Court,51.5303014,-0.651651,Ramsey Court
6341,,,,,Burnham Railway Station (BNM),This spot is popular,Train Station,848,SL2 2PB Ramsey Court,51.5303014,-0.651651,Ramsey Court
6342,,,,,Tummies,This spot is popular,Deli / Bodega,501,SL2 2PD Littlebrook Avenue,51.5251831,-0.6443458000000001,Littlebrook Avenue
6343,,,,,PureGym,This spot is popular,Gym / Fitness Center,227,SL2 2PD Littlebrook Avenue,51.5251831,-0.6443458000000001,Littlebrook Avenue
6344,,,,,Jump In Trampoline Arena,This spot is popular,Recreation Center,971,SL2 2PD Littlebrook Avenue,51.5251831,-0.6443458000000001,Littlebrook Avenue
6345,,,,,M&S Simply Food,This spot is popular,Grocery Store,829,SL2 2PD Littlebrook Avenue,51.5251831,-0.6443458000000001,Littlebrook Avenue
6346,,,,,Next,This spot is popular,Clothing Store,532,SL2 2PD Littlebrook Avenue,51.5251831,-0.6443458000000001,Littlebrook Avenue
6347,,,,,Boots,This spot is popular,Pharmacy,711,SL2 2PD Littlebrook Avenue,51.5251831,-0.6443458000000001,Littlebrook Avenue
6348,,,,,Tesco Express,This spot is popular,Grocery Store,361,SL2 2PD Littlebrook Avenue,51.5251831,-0.6443458000000001,Littlebrook Avenue
6349,,,,,New Look,This spot is popular,Clothing Store,603,SL2 2PD Littlebrook Avenue,51.5251831,-0.6443458000000001,Littlebrook Avenue
6350,,,,,Co-op Food,This spot is popular,Grocery Store,756,SL2 2PD Littlebrook Avenue,51.5251831,-0.6443458000000001,Littlebrook Avenue
6351,,,,,Greggs,This spot is popular,Bakery,690,SL2 2PD Littlebrook Avenue,51.5251831,-0.6443458000000001,Littlebrook Avenue
6352,,,,,KFC,This spot is popular,Fast Food Restaurant,600,SL2 2PD Littlebrook Avenue,51.5251831,-0.6443458000000001,Littlebrook Avenue
6353,,,,,Platform 2,This spot is popular,Platform,243,SL2 2PD Littlebrook Avenue,51.5251831,-0.6443458000000001,Littlebrook Avenue
6354,,,,,Booker,This spot is popular,Warehouse Store,426,SL2 2PD Littlebrook Avenue,51.5251831,-0.6443458000000001,Littlebrook Avenue
6355,,,,,Pizza 4 U,This spot is popular,Restaurant,572,SL2 2PD Littlebrook Avenue,51.5251831,-0.6443458000000001,Littlebrook Avenue
6356,,,,,China Kitchen,This spot is popular,Chinese Restaurant,593,SL2 2PD Littlebrook Avenue,51.5251831,-0.6443458000000001,Littlebrook Avenue
6357,,,,,Europcar Slough,This spot is popular,Rental Car Location,718,SL2 2PD Littlebrook Avenue,51.5251831,-0.6443458000000001,Littlebrook Avenue
6358,,,,,Argos,This spot is popular,Warehouse Store,705,SL2 2PD Littlebrook Avenue,51.5251831,-0.6443458000000001,Littlebrook Avenue
6359,,,,,Carphone Warehouse,This spot is popular,Mobile Phone Shop,788,SL2 2PD Littlebrook Avenue,51.5251831,-0.6443458000000001,Littlebrook Avenue
6360,,,,,Ye Olde Huntercombe Arms,This spot is popular,Bar,821,SL2 2PD Littlebrook Avenue,51.5251831,-0.6443458000000001,Littlebrook Avenue
6361,,,,,Slough Scuba Store,This spot is popular,Sporting Goods Shop,845,SL2 2PD Littlebrook Avenue,51.5251831,-0.6443458000000001,Littlebrook Avenue
6362,,,,,McDonald's,This spot is popular,Fast Food Restaurant,680,SL2 2PD Littlebrook Avenue,51.5251831,-0.6443458000000001,Littlebrook Avenue
6363,,,,,Burnham Park,This spot is popular,Park,978,SL2 2PD Littlebrook Avenue,51.5251831,-0.6443458000000001,Littlebrook Avenue
6364,,,,,Bath Road Shopping Park,This spot is popular,Shopping Plaza,613,SL2 2PD Littlebrook Avenue,51.5251831,-0.6443458000000001,Littlebrook Avenue
6365,,,,,Tummies,This spot is popular,Deli / Bodega,451,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6366,,,,,PureGym,This spot is popular,Gym / Fitness Center,230,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6367,,,,,M&S Simply Food,This spot is popular,Grocery Store,819,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6368,,,,,Next,This spot is popular,Clothing Store,520,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6369,,,,,Boots,This spot is popular,Pharmacy,708,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6370,,,,,Tesco Express,This spot is popular,Grocery Store,372,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6371,,,,,Co-op Food,This spot is popular,Grocery Store,709,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6372,,,,,Greggs,This spot is popular,Bakery,640,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6373,,,,,New Look,This spot is popular,Clothing Store,597,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6374,,,,,KFC,This spot is popular,Fast Food Restaurant,553,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6375,,,,,Platform 2,This spot is popular,Platform,190,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6376,,,,,Booker,This spot is popular,Warehouse Store,465,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6377,,,,,Pizza 4 U,This spot is popular,Restaurant,526,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6378,,,,,China Kitchen,This spot is popular,Chinese Restaurant,546,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6379,,,,,Equinix,This spot is popular,IT Services,621,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6380,,,,,Argos,This spot is popular,Warehouse Store,700,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6381,,,,,Europcar Slough,This spot is popular,Rental Car Location,731,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6382,,,,,Ye Olde Huntercombe Arms,This spot is popular,Bar,768,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6383,,,,,Carphone Warehouse,This spot is popular,Mobile Phone Shop,780,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6384,,,,,Slough Scuba Store,This spot is popular,Sporting Goods Shop,797,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6385,,,,,McDonald's,This spot is popular,Fast Food Restaurant,668,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6386,,,,,Burnham Park,This spot is popular,Park,981,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6387,,,,,Zorba's,This spot is popular,Food Truck,999,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6388,,,,,Bath Road Shopping Park,This spot is popular,Shopping Plaza,605,SL2 2PE Littlebrook Avenue,51.5247655,-0.6447385,Littlebrook Avenue
6389,,,,,Tummies,This spot is popular,Deli / Bodega,468,SL2 2PF Littlebrook Avenue,51.5249178,-0.6447864999999999,Littlebrook Avenue
6390,,,,,PureGym,This spot is popular,Gym / Fitness Center,239,SL2 2PF Littlebrook Avenue,51.5249178,-0.6447864999999999,Littlebrook Avenue
6391,,,,,M&S Simply Food,This spot is popular,Grocery Store,833,SL2 2PF Littlebrook Avenue,51.5249178,-0.6447864999999999,Littlebrook Avenue
6392,,,,,Next,This spot is popular,Clothing Store,533,SL2 2PF Littlebrook Avenue,51.5249178,-0.6447864999999999,Littlebrook Avenue
6393,,,,,Boots,This spot is popular,Pharmacy,720,SL2 2PF Littlebrook Avenue,51.5249178,-0.6447864999999999,Littlebrook Avenue
6394,,,,,Tesco Express,This spot is popular,Grocery Store,357,SL2 2PF Littlebrook Avenue,51.5249178,-0.6447864999999999,Littlebrook Avenue
6395,,,,,Co-op Food,This spot is popular,Grocery Store,725,SL2 2PF Littlebrook Avenue,51.5249178,-0.6447864999999999,Littlebrook Avenue
6396,,,,,New Look,This spot is popular,Clothing Store,609,SL2 2PF Littlebrook Avenue,51.5249178,-0.6447864999999999,Littlebrook Avenue
6397,,,,,Greggs,This spot is popular,Bakery,657,SL2 2PF Littlebrook Avenue,51.5249178,-0.6447864999999999,Littlebrook Avenue
6398,,,,,KFC,This spot is popular,Fast Food Restaurant,570,SL2 2PF Littlebrook Avenue,51.5249178,-0.6447864999999999,Littlebrook Avenue
6399,,,,,Platform 2,This spot is popular,Platform,201,SL2 2PF Littlebrook Avenue,51.5249178,-0.6447864999999999,Littlebrook Avenue
6400,,,,,Booker,This spot is popular,Warehouse Store,463,SL2 2PF Littlebrook Avenue,51.5249178,-0.6447864999999999,Littlebrook Avenue
6401,,,,,Pizza 4 U,This spot is popular,Restaurant,544,SL2 2PF Littlebrook Avenue,51.5249178,-0.6447864999999999,Littlebrook Avenue
6402,,,,,China Kitchen,This spot is popular,Chinese Restaurant,563,SL2 2PF Littlebrook Avenue,51.5249178,-0.6447864999999999,Littlebrook Avenue
6403,,,,,Argos,This spot is popular,Warehouse Store,713,SL2 2PF Littlebrook Avenue,51.5249178,-0.6447864999999999,Littlebrook Avenue
6404,,,,,Europcar Slough,This spot is popular,Rental Car Location,739,SL2 2PF Littlebrook Avenue,51.5249178,-0.6447864999999999,Littlebrook Avenue
6405,,,,,Ye Olde Huntercombe Arms,This spot is popular,Bar,778,SL2 2PF Littlebrook Avenue,51.5249178,-0.6447864999999999,Littlebrook Avenue
6406,,,,,Carphone Warehouse,This spot is popular,Mobile Phone Shop,793,SL2 2PF Littlebrook Avenue,51.5249178,-0.6447864999999999,Littlebrook Avenue
6407,,,,,Slough Scuba Store,This spot is popular,Sporting Goods Shop,814,SL2 2PF Littlebrook Avenue,51.5249178,-0.6447864999999999,Littlebrook Avenue
6408,,,,,McDonald's,This spot is popular,Fast Food Restaurant,682,SL2 2PF Littlebrook Avenue,51.5249178,-0.6447864999999999,Littlebrook Avenue
6409,,,,,Burnham Park,This spot is popular,Park,969,SL2 2PF Littlebrook Avenue,51.5249178,-0.6447864999999999,Littlebrook Avenue
6410,,,,,Bath Road Shopping Park,This spot is popular,Shopping Plaza,618,SL2 2PF Littlebrook Avenue,51.5249178,-0.6447864999999999,Littlebrook Avenue
6411,,,,,Jump In Trampoline Arena,This spot is popular,Recreation Center,554,SL2 2PG Long Furlong Drive,51.53215460000001,-0.629582,Long Furlong Drive
6412,,,,,Co-op Food,This spot is popular,Grocery Store,101,SL2 2PG Long Furlong Drive,51.53215460000001,-0.629582,Long Furlong Drive
6413,,,,,Monksfield Way Recreation Ground,This spot is popular,Park,120,SL2 2PG Long Furlong Drive,51.53215460000001,-0.629582,Long Furlong Drive
6414,,,,,Kennedy Park,This spot is popular,Park,521,SL2 2PG Long Furlong Drive,51.53215460000001,-0.629582,Long Furlong Drive
6415,,,,,Booker,This spot is popular,Warehouse Store,909,SL2 2PG Long Furlong Drive,51.53215460000001,-0.629582,Long Furlong Drive
6416,,,,,Jump In Trampoline Arena,This spot is popular,Recreation Center,635,SL2 2PH Long Furlong Drive,51.5322472,-0.6350754,Long Furlong Drive
6417,,,,,Co-op Food,This spot is popular,Grocery Store,283,SL2 2PH Long Furlong Drive,51.5322472,-0.6350754,Long Furlong Drive
6418,,,,,Kennedy Park,This spot is popular,Park,213,SL2 2PH Long Furlong Drive,51.5322472,-0.6350754,Long Furlong Drive
6419,,,,,Monksfield Way Recreation Ground,This spot is popular,Park,477,SL2 2PH Long Furlong Drive,51.5322472,-0.6350754,Long Furlong Drive
6420,,,,,Scrap Today Limited,This spot is popular,Recycling Facility,723,SL2 2PH Long Furlong Drive,51.5322472,-0.6350754,Long Furlong Drive
6421,,,,,Booker,This spot is popular,Warehouse Store,723,SL2 2PH Long Furlong Drive,51.5322472,-0.6350754,Long Furlong Drive
6422,,,,,Cure Healthcare Services Ltd,This spot is popular,Health & Beauty Service,851,SL2 2PH Long Furlong Drive,51.5322472,-0.6350754,Long Furlong Drive
6423,,,,,Jump In Trampoline Arena,This spot is popular,Recreation Center,711,SL2 2PJ Long Furlong Drive,51.5322226,-0.6371083000000001,Long Furlong Drive
6424,,,,,Co-op Food,This spot is popular,Grocery Store,423,SL2 2PJ Long Furlong Drive,51.5322226,-0.6371083000000001,Long Furlong Drive
6425,,,,,PureGym,This spot is popular,Gym / Fitness Center,961,SL2 2PJ Long Furlong Drive,51.5322226,-0.6371083000000001,Long Furlong Drive
6426,,,,,Kennedy Park,This spot is popular,Park,194,SL2 2PJ Long Furlong Drive,51.5322226,-0.6371083000000001,Long Furlong Drive
6427,,,,,Tesco Express,This spot is popular,Grocery Store,965,SL2 2PJ Long Furlong Drive,51.5322226,-0.6371083000000001,Long Furlong Drive
6428,,,,,Monksfield Way Recreation Ground,This spot is popular,Park,617,SL2 2PJ Long Furlong Drive,51.5322226,-0.6371083000000001,Long Furlong Drive
6429,,,,,Booker,This spot is popular,Warehouse Store,689,SL2 2PJ Long Furlong Drive,51.5322226,-0.6371083000000001,Long Furlong Drive
6430,,,,,Scrap Today Limited,This spot is popular,Recycling Facility,861,SL2 2PJ Long Furlong Drive,51.5322226,-0.6371083000000001,Long Furlong Drive
6431,,,,,Cure Healthcare Services Ltd,This spot is popular,Health & Beauty Service,982,SL2 2PJ Long Furlong Drive,51.5322226,-0.6371083000000001,Long Furlong Drive
